img_name;folder;image;h_1;h_2;h_3;h_4;h_5;h_6;h_7;h_8;h_9;h_10;h_11;h_12;h_13;h_14;h_15;h_16;h_17;h_18;h_19;h_20;h_21;h_22;h_23;h_24;h_25;h_26;h_27;h_28;h_29;h_30;h_31;h_32;h_33;h_34;h_35;h_36;h_37;h_38;h_39;h_40;h_41;h_42;h_43;h_44;h_45;h_46;h_47;h_48;h_49;h_50;h_51;h_52;h_53;h_54;h_55;h_56;h_57;h_58;h_59;h_60;pw_1;pw_2;pw_3;pw_4;pw_5;pw_6;pw_7;pw_8;pw_9;pw_10;pw_11;pw_12;pw_13;pw_14;pw_15;pw_16;pw_17;pw_18;pw_19;pw_20;pw_21;pw_22;pw_23;pw_24;pw_25;pw_26;pw_27;pw_28;pw_29;pw_30;pw_31;pw_32;pw_33;pw_34;pw_35;pw_36;pw_37;pw_38;pw_39;pw_40;pw_41;pw_42;pw_43;pw_44;pw_45;pw_46;pw_47;pw_48;pw_49;pw_50;pw_51;pw_52;pw_53;pw_54;pw_55;pw_56;pw_57;pw_58;pw_59;pw_60
Pieza_02_foto107;2;107;54;54;54;54;54;54;55;55;55;55;57;57;58;58;58;58;68;68;68;68;68;58;58;58;58;59;59;59;59;59;56;47;47;47;53;53;59;59;60;61;63;63;66;66;66;66;66;62;62;62;62;62;67;67;67;67;67;67;67;67;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.888888888888886;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;36.8421052631579;36.8421052631579;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;30.88235294117647;30.88235294117647;30.88235294117647;30.88235294117647;30.88235294117647;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;37.5;44.680851063829785;44.680851063829785;44.680851063829785;39.62264150943396;39.62264150943396;35.59322033898305;35.59322033898305;35.0;34.42622950819672;33.333333333333336;33.333333333333336;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955
Pieza_02_foto135;2;135;76;76;76;76;76;76;74;64;64;64;68;68;68;68;65;64;63;59;59;59;64;64;64;64;64;64;65;65;73;73;73;73;73;69;69;68;65;65;65;65;65;65;65;66;67;67;67;67;67;67;67;67;74;74;74;74;74;74;74;74;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;28.37837837837838;32.8125;32.8125;32.8125;30.88235294117647;30.88235294117647;30.88235294117647;30.88235294117647;32.30769230769231;32.8125;33.333333333333336;35.59322033898305;35.59322033898305;35.59322033898305;32.8125;32.8125;32.8125;32.8125;32.8125;32.8125;32.30769230769231;32.30769230769231;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;30.434782608695652;30.434782608695652;30.88235294117647;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;31.818181818181817;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838
Pieza_02_foto164;2;164;113;113;113;113;113;114;114;114;114;99;99;99;99;99;99;99;80;80;80;79;51;51;51;81;81;81;81;81;83;84;84;84;84;84;84;76;76;76;76;76;76;76;76;76;76;77;77;77;77;77;78;81;81;81;81;81;81;79;79;79;18.58407079646018;18.58407079646018;18.58407079646018;18.58407079646018;18.58407079646018;18.42105263157895;18.42105263157895;18.42105263157895;18.42105263157895;21.21212121212121;21.21212121212121;21.21212121212121;21.21212121212121;21.21212121212121;21.21212121212121;21.21212121212121;26.25;26.25;26.25;26.582278481012658;41.1764705882353;41.1764705882353;41.1764705882353;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.301204819277107;25.0;25.0;25.0;25.0;25.0;25.0;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.272727272727273;27.272727272727273;27.272727272727273;27.272727272727273;27.272727272727273;26.923076923076923;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;26.582278481012658;26.582278481012658;26.582278481012658
Pieza_02_foto27;2;27;117;117;117;117;117;117;117;109;87;87;87;87;87;86;84;84;84;84;84;84;82;77;72;72;72;95;95;95;95;95;94;94;94;83;64;64;64;65;65;65;65;65;65;65;65;65;80;80;80;80;80;78;78;78;78;78;78;78;78;78;17.94871794871795;17.94871794871795;17.94871794871795;17.94871794871795;17.94871794871795;17.94871794871795;17.94871794871795;19.26605504587156;24.137931034482758;24.137931034482758;24.137931034482758;24.137931034482758;24.137931034482758;24.41860465116279;25.0;25.0;25.0;25.0;25.0;25.0;25.609756097560975;27.272727272727273;29.166666666666668;29.166666666666668;29.166666666666668;22.105263157894736;22.105263157894736;22.105263157894736;22.105263157894736;22.105263157894736;22.340425531914892;22.340425531914892;22.340425531914892;25.301204819277107;32.8125;32.8125;32.8125;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;32.30769230769231;26.25;26.25;26.25;26.25;26.25;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923;26.923076923076923
Pieza_02_foto28;2;28;163;163;163;163;163;180;180;180;180;180;170;170;170;170;170;170;67;66;66;66;66;68;69;69;69;69;68;66;66;64;61;59;59;59;59;61;62;62;62;62;63;64;64;139;139;139;139;133;118;90;90;90;92;92;92;92;143;143;143;143;12.883435582822086;12.883435582822086;12.883435582822086;12.883435582822086;12.883435582822086;11.666666666666666;11.666666666666666;11.666666666666666;11.666666666666666;11.666666666666666;12.352941176470589;12.352941176470589;12.352941176470589;12.352941176470589;12.352941176470589;12.352941176470589;31.34328358208955;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;30.88235294117647;30.434782608695652;30.434782608695652;30.434782608695652;30.434782608695652;30.88235294117647;31.818181818181817;31.818181818181817;32.8125;34.42622950819672;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;34.42622950819672;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.333333333333336;32.8125;32.8125;15.107913669064748;15.107913669064748;15.107913669064748;15.107913669064748;15.789473684210526;17.796610169491526;23.333333333333332;23.333333333333332;23.333333333333332;22.82608695652174;22.82608695652174;22.82608695652174;22.82608695652174;14.685314685314685;14.685314685314685;14.685314685314685;14.685314685314685
Pieza_02_foto341;2;341;64;64;64;81;81;81;81;81;81;68;67;67;67;67;71;71;71;71;71;72;72;72;72;72;72;72;72;73;73;73;73;73;73;60;57;57;57;57;81;81;81;81;85;85;85;85;85;85;85;85;85;91;91;91;91;91;91;90;90;90;32.8125;32.8125;32.8125;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;30.88235294117647;31.34328358208955;31.34328358208955;31.34328358208955;31.34328358208955;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;35.0;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;24.705882352941178;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;23.333333333333332;23.333333333333332;23.333333333333332
Pieza_02_foto359;2;359;82;82;82;83;84;84;84;84;84;80;80;80;80;79;58;58;58;76;76;78;78;78;78;78;76;76;76;76;75;75;75;75;75;75;75;75;74;74;74;74;74;74;75;75;75;75;75;75;74;74;74;74;74;74;73;73;73;73;73;73;0.9291521486643438;0.9291521486643438;0.9291521486643438;1.4343086632243258;2.0408163265306123;2.0408163265306123;2.0408163265306123;2.0408163265306123;0.6802721088435374;0.23809523809523808;0.23809523809523808;0.23809523809523808;0.11904761904761904;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto53;2;53;82;82;82;82;82;82;82;82;79;79;79;60;60;60;59;53;53;53;53;54;54;55;60;60;68;70;103;103;103;103;103;102;100;81;81;81;81;82;82;82;82;82;82;81;77;77;77;77;78;80;80;83;83;83;83;83;83;94;96;96;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;26.582278481012658;26.582278481012658;26.582278481012658;35.0;35.0;35.0;35.59322033898305;39.62264150943396;39.62264150943396;39.62264150943396;39.62264150943396;38.888888888888886;38.888888888888886;38.18181818181818;35.0;35.0;30.88235294117647;30.0;20.388349514563107;20.388349514563107;20.388349514563107;20.388349514563107;20.388349514563107;20.58823529411765;21.0;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.925925925925927;27.272727272727273;27.272727272727273;27.272727272727273;27.272727272727273;26.923076923076923;26.25;26.25;25.301204819277107;25.301204819277107;25.301204819277107;25.301204819277107;25.301204819277107;25.301204819277107;22.340425531914892;21.875;21.875
Pieza_02_foto65;2;65;270;270;270;270;270;270;270;270;270;249;249;249;249;250;179;179;179;179;179;179;179;179;179;179;179;166;166;166;166;208;209;209;209;209;209;175;175;175;175;175;175;175;197;197;242;242;242;242;242;242;242;242;242;244;244;244;244;248;250;250;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;8.433734939759036;8.433734939759036;8.433734939759036;8.433734939759036;8.4;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;11.731843575418994;12.650602409638553;12.650602409638553;12.650602409638553;12.650602409638553;10.096153846153847;10.047846889952153;10.047846889952153;10.047846889952153;10.047846889952153;10.047846889952153;12.0;12.0;12.0;12.0;12.0;12.0;12.0;10.65989847715736;10.65989847715736;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.677685950413224;8.60655737704918;8.60655737704918;8.60655737704918;8.60655737704918;8.46774193548387;8.4;8.4
Pieza_02_foto66;2;66;81;81;81;81;81;81;81;79;79;79;79;79;79;79;79;79;79;79;79;80;80;80;80;80;80;79;79;79;79;79;79;77;76;76;76;75;74;74;74;73;71;71;71;70;70;67;66;61;58;56;56;56;56;56;62;62;62;62;62;62;0.5291005291005291;0.5291005291005291;0.5291005291005291;0.5291005291005291;0.5291005291005291;0.5291005291005291;0.1763668430335097;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.23809523809523808;0.23809523809523808;0.23809523809523808;0.23809523809523808;0.23809523809523808;0.11904761904761904;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.06027727546714889;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
Pieza_02_foto79;2;79;96;96;96;96;96;96;96;96;100;100;100;100;100;99;98;98;98;108;108;108;108;108;100;94;93;91;91;91;91;99;99;101;102;103;103;103;103;103;56;56;56;55;55;55;55;94;108;108;108;108;107;106;106;97;97;97;98;98;98;98;21.875;21.875;21.875;21.875;21.875;21.875;21.875;21.875;21.0;21.0;21.0;21.0;21.0;21.21212121212121;21.428571428571427;21.428571428571427;21.428571428571427;19.444444444444443;19.444444444444443;19.444444444444443;19.444444444444443;19.444444444444443;21.0;22.340425531914892;22.580645161290324;23.076923076923077;23.076923076923077;23.076923076923077;23.076923076923077;21.21212121212121;21.21212121212121;20.792079207920793;20.58823529411765;20.388349514563107;20.388349514563107;20.388349514563107;20.388349514563107;20.388349514563107;37.5;37.5;37.5;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;22.340425531914892;19.444444444444443;19.444444444444443;19.444444444444443;19.444444444444443;19.626168224299064;19.81132075471698;19.81132075471698;21.649484536082475;21.649484536082475;21.649484536082475;21.428571428571427;21.428571428571427;21.428571428571427;21.428571428571427
Pieza_03_foto0113;3;113;76;76;76;76;56;56;56;56;59;64;70;72;72;72;72;72;72;70;70;70;70;70;70;70;72;74;74;74;74;74;74;74;74;74;74;72;72;72;71;71;71;71;71;71;72;72;72;72;72;71;69;69;66;63;63;63;63;63;63;63;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;37.5;37.5;37.5;37.5;35.59322033898305;32.8125;30.0;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;30.0;30.0;30.0;30.0;30.0;30.0;30.0;29.166666666666668;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;29.166666666666668;29.166666666666668;29.166666666666668;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.577464788732396;30.434782608695652;30.434782608695652;31.818181818181817;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336;33.333333333333336
Pieza_03_foto0138;3;138;82;82;82;82;83;84;85;86;86;86;86;86;85;84;84;84;83;82;82;82;82;82;81;55;55;55;55;72;72;72;72;72;69;64;64;64;64;64;76;76;76;76;76;76;75;75;75;63;62;62;62;62;62;62;62;62;62;38;38;38;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.301204819277107;25.0;24.705882352941178;24.41860465116279;24.41860465116279;24.41860465116279;24.41860465116279;24.41860465116279;24.705882352941178;25.0;25.0;25.0;25.301204819277107;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.609756097560975;25.925925925925927;38.18181818181818;38.18181818181818;38.18181818181818;38.18181818181818;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;29.166666666666668;30.434782608695652;32.8125;32.8125;32.8125;32.8125;32.8125;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;27.63157894736842;28.0;28.0;28.0;33.333333333333336;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;55.26315789473684;55.26315789473684;55.26315789473684
Pieza_03_foto0139;3;139;81;81;81;81;83;83;83;83;83;79;79;79;79;81;81;81;81;81;81;81;80;76;72;66;62;62;62;62;62;61;61;61;62;66;70;70;70;70;70;68;68;68;68;66;66;66;66;66;66;66;66;66;63;62;62;62;62;62;62;62;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.301204819277107;25.301204819277107;25.301204819277107;25.301204819277107;25.301204819277107;26.582278481012658;26.582278481012658;26.582278481012658;26.582278481012658;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;25.925925925925927;26.25;27.63157894736842;29.166666666666668;31.818181818181817;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;34.42622950819672;34.42622950819672;34.42622950819672;33.87096774193548;31.818181818181817;30.0;30.0;30.0;30.0;30.0;30.88235294117647;30.88235294117647;30.88235294117647;30.88235294117647;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;31.818181818181817;33.333333333333336;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548;33.87096774193548
Pieza_03_foto016;3;16;256;256;256;256;256;256;258;258;258;258;258;247;247;247;247;247;249;249;249;249;249;249;251;266;266;269;269;269;269;269;269;269;270;270;270;270;270;267;267;267;267;267;267;268;268;268;268;268;207;207;207;207;127;127;127;126;126;125;125;125;8.203125;8.203125;8.203125;8.203125;8.203125;8.203125;8.13953488372093;8.13953488372093;8.13953488372093;8.13953488372093;8.13953488372093;8.502024291497976;8.502024291497976;8.502024291497976;8.502024291497976;8.502024291497976;8.433734939759036;8.433734939759036;8.433734939759036;8.433734939759036;8.433734939759036;8.433734939759036;8.366533864541832;7.894736842105263;7.894736842105263;7.806691449814126;7.806691449814126;7.806691449814126;7.806691449814126;7.806691449814126;7.806691449814126;7.806691449814126;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.777777777777778;7.865168539325842;7.865168539325842;7.865168539325842;7.865168539325842;7.865168539325842;7.865168539325842;7.835820895522388;7.835820895522388;7.835820895522388;7.835820895522388;7.835820895522388;10.144927536231885;10.144927536231885;10.144927536231885;10.144927536231885;16.53543307086614;16.53543307086614;16.53543307086614;16.666666666666668;16.666666666666668;16.8;16.8;16.8
Pieza_03_foto0215;3;215;60;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;59;60;60;60;60;60;60;59;59;59;59;59;59;59;59;59;59;59;59;58;58;58;58;59;60;60;60;60;60;35;35;34;22;22;22;22;35.0;35.0;35.0;35.0;35.0;35.0;35.0;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.0;35.0;35.0;35.0;35.0;35.0;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;35.59322033898305;35.0;35.0;35.0;35.0;35.0;60.0;60.0;61.76470588235294;95.45454545454545;95.45454545454545;95.45454545454545;95.45454545454545
Pieza_03_foto0294;3;294;35;35;35;35;35;35;51;57;58;58;58;61;64;65;66;67;68;69;69;71;71;71;71;71;73;73;73;73;73;73;73;73;73;70;70;70;74;75;75;75;75;75;74;74;74;74;73;73;71;71;71;70;70;70;70;70;70;68;68;68;60.0;60.0;60.0;60.0;60.0;60.0;41.1764705882353;36.8421052631579;36.206896551724135;36.206896551724135;36.206896551724135;34.42622950819672;32.8125;32.30769230769231;31.818181818181817;31.34328358208955;30.88235294117647;30.434782608695652;30.434782608695652;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;29.577464788732396;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;28.767123287671232;30.0;30.0;30.0;28.37837837837838;28.0;28.0;28.0;28.0;28.0;28.37837837837838;28.37837837837838;28.37837837837838;28.37837837837838;28.767123287671232;28.767123287671232;29.577464788732396;29.577464788732396;29.577464788732396;30.0;30.0;30.0;30.0;30.0;30.0;30.88235294117647;30.88235294117647;30.88235294117647
Pieza_03_foto0328;3;328;56;56;56;56;56;58;58;58;58;60;61;61;61;61;61;61;59;59;59;61;61;61;61;61;61;61;59;59;59;59;60;60;60;60;60;61;61;61;62;62;63;64;64;64;64;64;64;64;63;63;63;62;61;61;61;60;59;59;59;59;37.5;37.5;37.5;37.5;37.5;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;35.0;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;35.59322033898305;35.59322033898305;35.59322033898305;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;34.42622950819672;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305;35.0;35.0;35.0;35.0;35.0;34.42622950819672;34.42622950819672;34.42622950819672;33.87096774193548;33.87096774193548;33.333333333333336;32.8125;32.8125;32.8125;32.8125;32.8125;32.8125;32.8125;33.333333333333336;33.333333333333336;33.333333333333336;33.87096774193548;34.42622950819672;34.42622950819672;34.42622950819672;35.0;35.59322033898305;35.59322033898305;35.59322033898305;35.59322033898305
Pieza_03_foto0329;3;329;52;52;52;52;52;52;52;53;53;53;53;53;54;56;56;56;56;58;58;58;58;58;57;57;57;57;57;57;57;57;57;57;58;58;58;58;58;57;57;57;57;57;56;56;56;56;56;56;56;56;56;57;58;58;58;58;58;58;58;58;40.38461538461539;40.38461538461539;40.38461538461539;40.38461538461539;40.38461538461539;40.38461538461539;40.38461538461539;39.62264150943396;39.62264150943396;39.62264150943396;39.62264150943396;39.62264150943396;38.888888888888886;37.5;37.5;37.5;37.5;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;36.8421052631579;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;37.5;36.8421052631579;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135;36.206896551724135
Pieza_03_foto0343;3;343;119;119;119;119;119;119;119;119;119;119;119;118;118;118;62;62;61;61;61;61;61;61;61;61;60;59;59;59;59;59;58;58;58;58;58;58;58;58;114;114;114;114;114;114;113;113;113;113;113;113;112;112;112;112;111;111;111;111;111;111;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;1.0004001600640255;0.8003201280512204;0.645682001614205;0.645682001614205;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
